device_id,timestamp,cpu_utilization,memory_utilization,error_count,uptime_flag
DEV-003,2025-01-06 22:00:00,33.77,58.84,0,1
DEV-003,2025-01-06 23:00:00,31.77,64.47,0,1
DEV-003,2025-01-07 00:00:00,32.63,61.76,0,1
DEV-003,2025-01-07 01:00:00,30.19,53.91,0,1
DEV-003,2025-01-07 02:00:00,28.23,61.74,1,1
DEV-003,2025-01-07 03:00:00,22.68,56.88,0,1
DEV-003,2025-01-07 04:00:00,27.18,62.43,0,1
DEV-003,2025-01-07 05:00:00,28.98,59.23,0,1
DEV-003,2025-01-07 06:00:00,28.19,60.82,0,1
DEV-003,2025-01-07 07:00:00,39.69,53.32,0,1
DEV-003,2025-01-07 08:00:00,33.49,63.45,0,1
DEV-003,2025-01-07 09:00:00,31.34,59.7,0,1
DEV-003,2025-01-07 10:00:00,29.14,50.01,0,1
DEV-003,2025-01-07 11:00:00,21.67,61.45,0,1
DEV-003,2025-01-07 12:00:00,35.92,68.77,0,1
DEV-003,2025-01-07 13:00:00,19.97,57.73,0,1
DEV-003,2025-01-07 14:00:00,30.75,63.59,0,1
DEV-003,2025-01-07 15:00:00,37.35,58.26,0,1
DEV-003,2025-01-07 16:00:00,22.64,59.93,0,1
DEV-003,2025-01-07 17:00:00,37.78,64.56,0,1
DEV-003,2025-01-07 18:00:00,36.46,56.92,0,1
DEV-003,2025-01-07 19:00:00,30.86,60.32,0,1
DEV-003,2025-01-07 20:00:00,29.54,60.05,0,1
DEV-003,2025-01-07 21:00:00,37.42,55.52,0,1
DEV-003,2025-01-07 22:00:00,31.35,57.83,0,1
DEV-003,2025-01-07 23:00:00,30.93,63.61,0,1
DEV-003,2025-01-08 00:00:00,34.44,55.71,0,1
DEV-003,2025-01-08 01:00:00,40.46,56.69,0,1
DEV-003,2025-01-08 02:00:00,34.08,58.85,0,1
DEV-003,2025-01-08 03:00:00,33.99,67.69,0,1
DEV-003,2025-01-08 04:00:00,32.49,62.71,0,1
DEV-003,2025-01-08 05:00:00,30.15,63.93,0,1
DEV-003,2025-01-08 06:00:00,36.21,57.81,0,1
DEV-003,2025-01-08 07:00:00,32.86,54.86,0,1
DEV-003,2025-01-08 08:00:00,24.96,57.89,0,1
DEV-003,2025-01-08 09:00:00,31.86,52.17,0,1
DEV-003,2025-01-08 10:00:00,22.67,59.53,0,1
DEV-003,2025-01-08 11:00:00,26.17,66.34,0,1
DEV-003,2025-01-08 12:00:00,37.69,64.05,0,1
DEV-003,2025-01-08 13:00:00,30.25,60.07,0,1
DEV-003,2025-01-08 14:00:00,37.12,66.05,0,1
DEV-003,2025-01-08 15:00:00,29.87,54.01,0,1
DEV-003,2025-01-08 16:00:00,30.22,59.32,0,1
DEV-003,2025-01-08 17:00:00,36.87,59.94,0,1
DEV-003,2025-01-08 18:00:00,27.2,55.25,0,1
DEV-003,2025-01-08 19:00:00,28.62,65.67,0,1
DEV-003,2025-01-08 20:00:00,29.29,67.26,0,1
DEV-003,2025-01-08 21:00:00,26.89,61.51,0,1
DEV-003,2025-01-08 22:00:00,35.04,64.22,0,1
DEV-003,2025-01-08 23:00:00,28.77,52.23,0,1
DEV-003,2025-01-09 00:00:00,34.36,60.16,0,1
DEV-003,2025-01-09 01:00:00,25.7,62.63,0,1
DEV-003,2025-01-09 02:00:00,31.41,63.19,1,1
DEV-003,2025-01-09 03:00:00,26.14,51.17,0,1
DEV-003,2025-01-09 04:00:00,34.76,60.08,0,1
DEV-003,2025-01-09 05:00:00,25.96,65.6,0,1
DEV-003,2025-01-09 06:00:00,39.43,76.93,0,1
DEV-003,2025-01-09 07:00:00,28.91,52.92,0,1
DEV-003,2025-01-09 08:00:00,26.65,57.26,0,1
DEV-003,2025-01-09 09:00:00,31.9,59.45,0,1
DEV-003,2025-01-09 10:00:00,32.04,63.02,0,1
DEV-003,2025-01-09 11:00:00,30.33,64.13,0,1
DEV-003,2025-01-09 12:00:00,29.12,53.15,0,1
DEV-003,2025-01-09 13:00:00,29.93,53.3,0,1
DEV-003,2025-01-09 14:00:00,18.53,53.82,0,1
DEV-003,2025-01-09 15:00:00,38.87,59.68,0,1
DEV-003,2025-01-09 16:00:00,26.9,60.87,0,1
DEV-003,2025-01-09 17:00:00,34.26,63.36,0,1
DEV-003,2025-01-09 18:00:00,29.0,61.08,0,1
DEV-003,2025-01-09 19:00:00,22.96,62.1,0,1
DEV-003,2025-01-09 20:00:00,26.55,60.7,0,1
DEV-003,2025-01-09 21:00:00,22.45,64.69,0,1
DEV-003,2025-01-09 22:00:00,26.34,52.78,0,1
DEV-003,2025-01-09 23:00:00,31.11,60.18,0,1
DEV-003,2025-01-10 00:00:00,34.74,48.26,0,1
DEV-003,2025-01-10 01:00:00,28.16,48.7,0,1
DEV-003,2025-01-10 02:00:00,32.08,53.02,0,1
DEV-003,2025-01-10 03:00:00,32.66,65.39,1,1
DEV-003,2025-01-10 04:00:00,34.35,53.05,0,1
DEV-003,2025-01-10 05:00:00,23.59,64.25,0,1
DEV-003,2025-01-10 06:00:00,33.94,68.8,0,1
DEV-003,2025-01-10 07:00:00,27.93,55.05,0,1
DEV-003,2025-01-10 08:00:00,40.03,60.45,0,1
DEV-003,2025-01-10 09:00:00,26.4,54.27,0,1
DEV-003,2025-01-10 10:00:00,29.18,57.05,0,1
DEV-003,2025-01-10 11:00:00,41.73,50.52,0,1
DEV-003,2025-01-10 12:00:00,33.9,62.64,0,1
DEV-003,2025-01-10 13:00:00,27.69,58.61,0,1
DEV-003,2025-01-10 14:00:00,33.19,60.82,0,1
DEV-003,2025-01-10 15:00:00,24.28,58.56,0,1
DEV-003,2025-01-10 16:00:00,27.6,59.65,0,1
DEV-003,2025-01-10 17:00:00,37.28,60.32,0,1
DEV-003,2025-01-10 18:00:00,32.47,65.97,0,1
DEV-003,2025-01-10 19:00:00,36.85,64.4,1,1
DEV-003,2025-01-10 20:00:00,35.51,53.79,1,1
DEV-003,2025-01-10 21:00:00,33.31,49.63,0,1
DEV-003,2025-01-10 22:00:00,38.47,57.44,2,1
DEV-003,2025-01-10 23:00:00,34.71,65.98,0,1
DEV-003,2025-01-11 00:00:00,25.46,59.59,0,1
DEV-003,2025-01-11 01:00:00,37.46,52.13,0,1
DEV-003,2025-01-11 02:00:00,26.74,56.93,0,1
DEV-003,2025-01-11 03:00:00,24.38,59.38,0,1
DEV-003,2025-01-11 04:00:00,25.31,57.01,0,1
DEV-003,2025-01-11 05:00:00,39.29,61.84,0,1
DEV-003,2025-01-11 06:00:00,25.27,59.89,1,1
DEV-003,2025-01-11 07:00:00,41.95,62.65,2,1
DEV-003,2025-01-11 08:00:00,37.16,61.82,0,1
DEV-003,2025-01-11 09:00:00,28.94,49.69,0,1
DEV-003,2025-01-11 10:00:00,35.68,57.59,0,1
DEV-003,2025-01-11 11:00:00,29.53,58.19,1,1
DEV-003,2025-01-11 12:00:00,36.92,62.96,0,1
DEV-003,2025-01-11 13:00:00,28.22,52.5,0,1
DEV-003,2025-01-11 14:00:00,31.5,63.46,0,1
DEV-003,2025-01-11 15:00:00,23.01,50.75,1,1
DEV-003,2025-01-11 16:00:00,37.9,63.92,0,1
DEV-003,2025-01-11 17:00:00,24.48,62.8,0,1
DEV-003,2025-01-11 18:00:00,35.5,63.86,1,1
DEV-003,2025-01-11 19:00:00,30.9,53.49,0,1
DEV-003,2025-01-11 20:00:00,35.62,57.13,0,1
DEV-003,2025-01-11 21:00:00,35.33,54.99,0,1
DEV-003,2025-01-11 22:00:00,26.51,57.05,0,1
DEV-003,2025-01-11 23:00:00,36.92,61.24,0,1
DEV-003,2025-01-12 00:00:00,27.63,53.78,0,1
DEV-003,2025-01-12 01:00:00,30.9,60.3,1,1
DEV-003,2025-01-12 02:00:00,26.98,59.91,0,1
DEV-003,2025-01-12 03:00:00,35.22,60.46,0,1
DEV-003,2025-01-12 04:00:00,30.99,61.92,0,1
DEV-003,2025-01-12 05:00:00,28.18,72.84,0,1
DEV-003,2025-01-12 06:00:00,36.66,62.23,0,1
DEV-003,2025-01-12 07:00:00,33.61,53.98,0,1
DEV-003,2025-01-12 08:00:00,39.69,63.6,1,1
DEV-003,2025-01-12 09:00:00,36.92,57.59,0,1
DEV-003,2025-01-12 10:00:00,33.34,60.92,0,1
DEV-003,2025-01-12 11:00:00,33.21,62.96,0,1
DEV-003,2025-01-12 12:00:00,25.2,51.83,1,1
DEV-003,2025-01-12 13:00:00,27.3,64.71,0,1
DEV-003,2025-01-12 14:00:00,26.79,65.43,0,1
DEV-003,2025-01-12 15:00:00,32.47,68.66,0,1
DEV-003,2025-01-12 16:00:00,22.66,62.63,0,1
DEV-003,2025-01-12 17:00:00,29.99,59.66,0,1
DEV-003,2025-01-12 18:00:00,36.35,60.16,0,1
DEV-003,2025-01-12 19:00:00,32.98,44.8,0,1
DEV-003,2025-01-12 20:00:00,35.66,58.88,0,1
DEV-003,2025-01-12 21:00:00,32.35,54.69,1,1
DEV-003,2025-01-12 22:00:00,34.31,63.07,0,1
DEV-003,2025-01-12 23:00:00,37.99,55.45,0,1
DEV-003,2025-01-13 00:00:00,39.43,62.3,0,1
DEV-003,2025-01-13 01:00:00,27.45,57.23,0,1
DEV-003,2025-01-13 02:00:00,20.22,60.0,0,1
DEV-003,2025-01-13 03:00:00,31.01,56.13,0,1
DEV-003,2025-01-13 04:00:00,18.78,64.93,0,1
DEV-003,2025-01-13 05:00:00,33.53,60.59,0,1
DEV-003,2025-01-13 06:00:00,15.46,57.25,0,1
DEV-003,2025-01-13 07:00:00,20.66,55.03,0,1
DEV-003,2025-01-13 08:00:00,27.83,49.91,0,1
DEV-003,2025-01-13 09:00:00,29.4,66.93,0,1
DEV-003,2025-01-13 10:00:00,34.12,61.22,0,1
DEV-003,2025-01-13 11:00:00,25.05,60.9,0,1
DEV-003,2025-01-13 12:00:00,28.97,51.98,1,1
DEV-003,2025-01-13 13:00:00,27.87,55.45,0,1
DEV-003,2025-01-13 14:00:00,25.96,69.71,0,1
DEV-003,2025-01-13 15:00:00,23.23,61.42,0,1
DEV-003,2025-01-13 16:00:00,29.61,56.17,0,1
DEV-003,2025-01-13 17:00:00,34.81,67.04,0,1
DEV-003,2025-01-13 18:00:00,33.98,57.76,0,1
DEV-003,2025-01-13 19:00:00,23.08,51.26,0,1
DEV-003,2025-01-13 20:00:00,24.52,53.84,0,1
DEV-003,2025-01-13 21:00:00,34.54,57.45,0,1
DEV-003,2025-01-13 22:00:00,32.61,55.17,1,1
DEV-003,2025-01-13 23:00:00,31.17,52.84,0,1
DEV-003,2025-01-14 00:00:00,28.09,64.32,0,1
DEV-003,2025-01-14 01:00:00,33.08,58.07,1,1
DEV-003,2025-01-14 02:00:00,25.95,61.82,0,1
DEV-003,2025-01-14 03:00:00,24.19,67.22,0,1
DEV-003,2025-01-14 04:00:00,32.88,68.22,0,1
DEV-003,2025-01-14 05:00:00,36.72,65.23,0,1
DEV-003,2025-01-14 06:00:00,34.56,61.0,0,1
DEV-003,2025-01-14 07:00:00,21.96,53.88,0,1
DEV-003,2025-01-14 08:00:00,34.18,66.79,0,1
DEV-003,2025-01-14 09:00:00,31.41,63.39,0,1
DEV-003,2025-01-14 10:00:00,27.8,53.73,0,1
DEV-003,2025-01-14 11:00:00,31.02,56.24,0,1
DEV-003,2025-01-14 12:00:00,26.75,64.31,0,1
DEV-003,2025-01-14 13:00:00,31.57,63.25,0,1
DEV-003,2025-01-14 14:00:00,33.18,53.29,0,1
DEV-003,2025-01-14 15:00:00,32.48,61.82,0,1
DEV-003,2025-01-14 16:00:00,34.63,59.01,0,1
DEV-003,2025-01-14 17:00:00,28.77,60.46,0,1
DEV-003,2025-01-14 18:00:00,24.81,52.81,0,1
DEV-003,2025-01-14 19:00:00,29.36,57.72,0,1
DEV-003,2025-01-14 20:00:00,29.55,63.62,0,1
DEV-003,2025-01-14 21:00:00,31.78,55.61,0,1
DEV-003,2025-01-14 22:00:00,38.48,58.25,0,1
DEV-003,2025-01-14 23:00:00,27.09,60.05,0,1
DEV-003,2025-01-15 00:00:00,34.65,54.83,0,1
DEV-003,2025-01-15 01:00:00,31.44,67.76,0,1
DEV-003,2025-01-15 02:00:00,34.62,62.09,0,1
DEV-003,2025-01-15 03:00:00,38.63,61.67,0,1
DEV-003,2025-01-15 04:00:00,29.56,58.07,0,1
DEV-003,2025-01-15 05:00:00,29.47,49.54,1,1
DEV-003,2025-01-15 06:00:00,35.62,64.96,0,1
DEV-003,2025-01-15 07:00:00,31.29,56.05,0,1
DEV-003,2025-01-15 08:00:00,29.69,63.66,0,1
DEV-003,2025-01-15 09:00:00,28.03,60.12,0,1
DEV-003,2025-01-15 10:00:00,30.71,58.66,0,1
DEV-003,2025-01-15 11:00:00,32.82,53.67,0,1
DEV-003,2025-01-15 12:00:00,33.87,62.41,0,1
DEV-003,2025-01-15 13:00:00,21.86,60.53,0,1
DEV-003,2025-01-15 14:00:00,27.99,55.09,0,1
DEV-003,2025-01-15 15:00:00,36.93,65.09,0,1
DEV-003,2025-01-15 16:00:00,26.54,58.56,1,1
DEV-003,2025-01-15 17:00:00,38.98,51.06,0,1
DEV-003,2025-01-15 18:00:00,29.63,54.4,0,1
DEV-003,2025-01-15 19:00:00,33.07,58.09,0,1
DEV-003,2025-01-15 20:00:00,40.73,58.63,1,1
DEV-003,2025-01-15 21:00:00,32.43,65.42,0,1
DEV-003,2025-01-15 22:00:00,30.11,50.04,0,1
DEV-003,2025-01-15 23:00:00,32.02,51.47,0,1
DEV-003,2025-01-16 00:00:00,36.45,58.71,0,1
DEV-003,2025-01-16 01:00:00,33.25,59.34,0,1
DEV-003,2025-01-16 02:00:00,39.25,65.99,0,1
DEV-003,2025-01-16 03:00:00,30.69,59.2,0,1
DEV-003,2025-01-16 04:00:00,32.87,63.59,0,1
DEV-003,2025-01-16 05:00:00,24.43,61.63,0,1
DEV-003,2025-01-16 06:00:00,32.73,68.9,0,1
DEV-003,2025-01-16 07:00:00,34.41,52.35,1,1
DEV-003,2025-01-16 08:00:00,15.37,60.56,0,1
DEV-003,2025-01-16 09:00:00,28.98,64.97,0,1
DEV-003,2025-01-16 10:00:00,38.92,56.16,0,1
DEV-003,2025-01-16 11:00:00,37.73,64.8,0,1
DEV-003,2025-01-16 12:00:00,39.11,63.93,0,1
DEV-003,2025-01-16 13:00:00,36.55,51.8,1,1
DEV-003,2025-01-16 14:00:00,27.12,47.94,0,1
DEV-003,2025-01-16 15:00:00,21.27,62.49,0,1
DEV-003,2025-01-16 16:00:00,30.27,59.44,0,1
DEV-003,2025-01-16 17:00:00,31.9,52.29,0,1
DEV-003,2025-01-16 18:00:00,16.65,58.04,0,1
DEV-003,2025-01-16 19:00:00,27.35,61.41,0,1
DEV-003,2025-01-16 20:00:00,34.52,65.26,0,1
DEV-003,2025-01-16 21:00:00,29.61,42.99,0,1
DEV-003,2025-01-16 22:00:00,30.9,47.07,0,1
DEV-003,2025-01-16 23:00:00,36.48,64.52,0,1
DEV-003,2025-01-17 00:00:00,21.96,53.34,0,1
DEV-003,2025-01-17 01:00:00,35.82,58.9,0,1
DEV-003,2025-01-17 02:00:00,32.44,62.35,1,1
DEV-003,2025-01-17 03:00:00,31.47,56.44,1,1
DEV-003,2025-01-17 04:00:00,31.49,52.1,0,1
DEV-003,2025-01-17 05:00:00,36.65,54.57,1,1
DEV-003,2025-01-17 06:00:00,25.93,53.47,0,1
DEV-003,2025-01-17 07:00:00,26.72,58.37,0,1
DEV-003,2025-01-17 08:00:00,35.31,57.93,1,1
DEV-003,2025-01-17 09:00:00,18.92,61.7,0,1
DEV-003,2025-01-17 10:00:00,36.22,51.94,0,1
DEV-003,2025-01-17 11:00:00,23.72,63.38,0,1
DEV-003,2025-01-17 12:00:00,41.65,66.68,0,1
DEV-003,2025-01-17 13:00:00,26.4,60.8,0,1
DEV-003,2025-01-17 14:00:00,27.35,59.46,0,1
DEV-003,2025-01-17 15:00:00,33.96,63.24,0,1
DEV-003,2025-01-17 16:00:00,29.0,63.94,1,1
DEV-003,2025-01-17 17:00:00,43.57,57.69,0,1
DEV-003,2025-01-17 18:00:00,33.97,65.97,0,1
DEV-003,2025-01-17 19:00:00,29.97,71.8,0,1
DEV-003,2025-01-17 20:00:00,32.74,50.39,0,1
DEV-003,2025-01-17 21:00:00,36.65,56.85,0,1
DEV-003,2025-01-17 22:00:00,34.08,58.74,0,1
DEV-003,2025-01-17 23:00:00,40.99,57.59,0,1
DEV-003,2025-01-18 00:00:00,33.39,58.49,0,1
DEV-003,2025-01-18 01:00:00,28.21,63.38,0,1
DEV-003,2025-01-18 02:00:00,31.13,53.27,0,1
DEV-003,2025-01-18 03:00:00,31.07,60.43,0,1
DEV-003,2025-01-18 04:00:00,33.09,63.34,0,1
DEV-003,2025-01-18 05:00:00,23.91,56.57,0,1
DEV-003,2025-01-18 06:00:00,22.17,60.64,0,1
DEV-003,2025-01-18 07:00:00,32.02,60.07,0,1
DEV-003,2025-01-18 08:00:00,26.78,66.26,0,1
DEV-003,2025-01-18 09:00:00,36.91,67.12,0,1
DEV-003,2025-01-18 10:00:00,29.79,56.16,0,1
DEV-003,2025-01-18 11:00:00,27.24,56.78,0,1
DEV-003,2025-01-18 12:00:00,30.37,48.02,0,1
DEV-003,2025-01-18 13:00:00,27.08,62.2,0,1
DEV-003,2025-01-18 14:00:00,32.77,59.6,0,1
DEV-003,2025-01-18 15:00:00,36.56,60.7,0,1
DEV-003,2025-01-18 16:00:00,26.61,64.09,0,1
DEV-003,2025-01-18 17:00:00,29.71,62.26,0,1
DEV-003,2025-01-18 18:00:00,21.78,56.01,0,1
DEV-003,2025-01-18 19:00:00,32.53,61.55,0,1
DEV-003,2025-01-18 20:00:00,32.46,56.6,0,1
DEV-003,2025-01-18 21:00:00,25.24,56.22,0,1
DEV-003,2025-01-18 22:00:00,29.53,63.0,0,1
DEV-003,2025-01-18 23:00:00,38.89,62.2,0,1
DEV-003,2025-01-19 00:00:00,33.68,60.05,0,1
DEV-003,2025-01-19 01:00:00,35.47,55.36,0,1
DEV-003,2025-01-19 02:00:00,35.02,62.74,0,1
DEV-003,2025-01-19 03:00:00,35.25,62.47,0,1
DEV-003,2025-01-19 04:00:00,32.72,59.77,0,1
DEV-003,2025-01-19 05:00:00,37.79,47.48,0,1
DEV-003,2025-01-19 06:00:00,30.6,53.22,0,1
DEV-003,2025-01-19 07:00:00,34.06,59.64,0,1
DEV-003,2025-01-19 08:00:00,26.06,60.87,1,1
DEV-003,2025-01-19 09:00:00,29.81,64.43,0,1
DEV-003,2025-01-19 10:00:00,23.96,59.99,0,1
DEV-003,2025-01-19 11:00:00,32.01,57.62,0,1
DEV-003,2025-01-19 12:00:00,38.35,64.18,0,1
DEV-003,2025-01-19 13:00:00,31.99,66.1,0,1
DEV-003,2025-01-19 14:00:00,33.49,61.31,0,1
DEV-003,2025-01-19 15:00:00,29.39,58.52,0,1
DEV-003,2025-01-19 16:00:00,30.52,64.42,0,1
DEV-003,2025-01-19 17:00:00,25.04,53.13,0,1
DEV-003,2025-01-19 18:00:00,37.88,57.71,0,1
DEV-003,2025-01-19 19:00:00,31.44,62.52,0,1
DEV-003,2025-01-19 20:00:00,30.86,55.05,0,1
DEV-003,2025-01-19 21:00:00,28.31,50.4,0,1
DEV-003,2025-01-19 22:00:00,26.92,62.42,0,1
DEV-003,2025-01-19 23:00:00,29.79,69.97,0,1
DEV-003,2025-01-20 00:00:00,26.06,63.27,0,1
DEV-003,2025-01-20 01:00:00,25.28,53.04,0,1
DEV-003,2025-01-20 02:00:00,23.75,62.24,0,1
DEV-003,2025-01-20 03:00:00,25.16,53.49,0,1
DEV-003,2025-01-20 04:00:00,19.35,62.6,0,1
DEV-003,2025-01-20 05:00:00,31.95,58.09,0,1
DEV-003,2025-01-20 06:00:00,27.17,66.87,0,1
DEV-003,2025-01-20 07:00:00,32.57,65.9,0,1
DEV-003,2025-01-20 08:00:00,34.15,55.69,0,1
DEV-003,2025-01-20 09:00:00,29.42,58.76,0,1
DEV-003,2025-01-20 10:00:00,25.98,56.45,0,1
DEV-003,2025-01-20 11:00:00,32.97,66.93,0,1
DEV-003,2025-01-20 12:00:00,28.29,57.47,1,1
DEV-003,2025-01-20 13:00:00,40.74,51.19,0,1
DEV-003,2025-01-20 14:00:00,22.37,56.45,0,1
DEV-003,2025-01-20 15:00:00,39.68,51.69,0,1
DEV-003,2025-01-20 16:00:00,30.41,53.5,0,1
DEV-003,2025-01-20 17:00:00,30.78,66.65,0,1
DEV-003,2025-01-20 18:00:00,37.81,57.44,0,1
DEV-003,2025-01-20 19:00:00,31.29,69.14,0,1
DEV-003,2025-01-20 20:00:00,23.63,60.11,0,1
DEV-003,2025-01-20 21:00:00,27.59,81.88,0,1
DEV-003,2025-01-20 22:00:00,35.26,64.13,0,1
DEV-003,2025-01-20 23:00:00,36.43,68.89,0,1
DEV-003,2025-01-21 00:00:00,33.84,60.12,0,1
DEV-003,2025-01-21 01:00:00,25.39,54.47,0,1
DEV-003,2025-01-21 02:00:00,33.32,64.64,0,1
DEV-003,2025-01-21 03:00:00,40.46,59.45,0,1
DEV-003,2025-01-21 04:00:00,22.22,64.02,0,1
DEV-003,2025-01-21 05:00:00,29.85,56.26,0,1
DEV-003,2025-01-21 06:00:00,41.51,65.01,0,1
DEV-003,2025-01-21 07:00:00,28.74,60.49,0,1
DEV-003,2025-01-21 08:00:00,24.77,64.95,0,1
DEV-003,2025-01-21 09:00:00,28.36,63.98,0,1
DEV-003,2025-01-21 10:00:00,30.31,58.41,0,1
DEV-003,2025-01-21 11:00:00,27.39,64.95,0,1
DEV-003,2025-01-21 12:00:00,30.79,52.95,0,1
DEV-003,2025-01-21 13:00:00,36.5,67.84,1,1
DEV-003,2025-01-21 14:00:00,36.07,59.4,0,1
DEV-003,2025-01-21 15:00:00,24.16,63.24,0,1
DEV-003,2025-01-21 16:00:00,42.14,55.42,0,1
DEV-003,2025-01-21 17:00:00,35.31,51.82,1,1
DEV-003,2025-01-21 18:00:00,28.02,65.68,0,1
DEV-003,2025-01-21 19:00:00,37.76,58.47,0,1
DEV-003,2025-01-21 20:00:00,29.21,54.25,0,1
DEV-003,2025-01-21 21:00:00,26.1,56.66,1,1
DEV-003,2025-01-21 22:00:00,22.98,59.4,0,1
DEV-003,2025-01-21 23:00:00,34.57,54.65,0,1
DEV-003,2025-01-22 00:00:00,31.6,56.73,0,1
DEV-003,2025-01-22 01:00:00,25.21,66.86,0,1
DEV-003,2025-01-22 02:00:00,26.12,59.9,0,1
DEV-003,2025-01-22 03:00:00,29.53,47.24,0,1
DEV-003,2025-01-22 04:00:00,28.92,62.93,0,1
DEV-003,2025-01-22 05:00:00,35.73,67.86,0,1
DEV-003,2025-01-22 06:00:00,27.3,53.38,0,1
DEV-003,2025-01-22 07:00:00,37.52,56.03,0,1
DEV-003,2025-01-22 08:00:00,33.68,57.51,0,1
DEV-003,2025-01-22 09:00:00,33.49,64.84,0,1
DEV-003,2025-01-22 10:00:00,32.23,59.58,0,1
DEV-003,2025-01-22 11:00:00,35.79,56.92,0,1
DEV-003,2025-01-22 12:00:00,28.4,63.66,0,1
DEV-003,2025-01-22 13:00:00,33.48,66.2,0,1
DEV-003,2025-01-22 14:00:00,23.07,60.25,0,1
DEV-003,2025-01-22 15:00:00,36.54,57.59,0,1
DEV-003,2025-01-22 16:00:00,28.36,64.49,0,1
DEV-003,2025-01-22 17:00:00,27.64,60.37,1,1
DEV-003,2025-01-22 18:00:00,37.16,59.63,0,1
DEV-003,2025-01-22 19:00:00,34.88,59.69,0,1
DEV-003,2025-01-22 20:00:00,32.09,54.87,0,1
DEV-003,2025-01-22 21:00:00,20.92,57.4,0,1
DEV-003,2025-01-22 22:00:00,32.69,65.54,1,1
DEV-003,2025-01-22 23:00:00,26.23,54.97,0,1
DEV-003,2025-01-23 00:00:00,32.31,58.57,0,1
DEV-003,2025-01-23 01:00:00,27.4,56.04,0,1
DEV-003,2025-01-23 02:00:00,29.48,61.84,0,1
DEV-003,2025-01-23 03:00:00,33.37,62.49,0,1
DEV-003,2025-01-23 04:00:00,35.33,59.68,0,1
DEV-003,2025-01-23 05:00:00,33.36,55.49,0,1
DEV-003,2025-01-23 06:00:00,28.52,63.51,0,1
DEV-003,2025-01-23 07:00:00,31.48,57.18,0,1
DEV-003,2025-01-23 08:00:00,24.73,56.62,0,1
DEV-003,2025-01-23 09:00:00,28.45,64.18,0,1
DEV-003,2025-01-23 10:00:00,34.45,64.46,0,1
DEV-003,2025-01-23 11:00:00,31.11,60.27,0,1
DEV-003,2025-01-23 12:00:00,35.06,58.27,0,1
DEV-003,2025-01-23 13:00:00,27.67,57.63,0,1
DEV-003,2025-01-23 14:00:00,39.3,66.82,0,1
DEV-003,2025-01-23 15:00:00,37.04,62.96,0,1
DEV-003,2025-01-23 16:00:00,28.12,65.1,0,1
DEV-003,2025-01-23 17:00:00,31.21,56.97,2,1
DEV-003,2025-01-23 18:00:00,27.42,59.01,0,1
DEV-003,2025-01-23 19:00:00,21.08,65.37,0,1
DEV-003,2025-01-23 20:00:00,31.16,62.8,0,1
DEV-003,2025-01-23 21:00:00,24.44,55.24,0,1
DEV-003,2025-01-23 22:00:00,37.36,58.71,0,1
DEV-003,2025-01-23 23:00:00,25.59,53.54,1,1
DEV-003,2025-01-24 00:00:00,30.24,59.5,0,1
DEV-003,2025-01-24 01:00:00,29.92,54.8,0,1
DEV-003,2025-01-24 02:00:00,21.25,50.77,0,1
DEV-003,2025-01-24 03:00:00,36.39,60.74,0,1
DEV-003,2025-01-24 04:00:00,32.24,65.84,0,1
DEV-003,2025-01-24 05:00:00,26.23,52.54,0,1
DEV-003,2025-01-24 06:00:00,31.28,59.26,0,1
DEV-003,2025-01-24 07:00:00,34.28,57.38,0,1
DEV-003,2025-01-24 08:00:00,25.96,58.65,0,1
DEV-003,2025-01-24 09:00:00,32.89,64.86,0,1
DEV-003,2025-01-24 10:00:00,33.32,58.68,0,1
DEV-003,2025-01-24 11:00:00,22.44,50.45,1,1
DEV-003,2025-01-24 12:00:00,27.58,67.84,0,1
DEV-003,2025-01-24 13:00:00,34.57,67.02,0,1
DEV-003,2025-01-24 14:00:00,24.72,62.13,0,1
DEV-003,2025-01-24 15:00:00,26.5,51.06,0,1
DEV-003,2025-01-24 16:00:00,36.53,70.59,1,1
DEV-003,2025-01-24 17:00:00,27.98,59.58,0,1
DEV-003,2025-01-24 18:00:00,26.78,47.37,0,1
DEV-003,2025-01-24 19:00:00,38.6,67.14,0,1
DEV-003,2025-01-24 20:00:00,29.25,61.17,0,1
DEV-003,2025-01-24 21:00:00,27.88,55.42,0,1
DEV-003,2025-01-24 22:00:00,25.41,62.82,0,1
DEV-003,2025-01-24 23:00:00,35.05,59.57,0,1
DEV-003,2025-01-25 00:00:00,31.32,60.67,0,1
DEV-003,2025-01-25 01:00:00,38.11,66.79,0,1
DEV-003,2025-01-25 02:00:00,19.85,63.74,0,1
DEV-003,2025-01-25 03:00:00,25.52,59.83,0,1
DEV-003,2025-01-25 04:00:00,29.23,56.79,0,1
DEV-003,2025-01-25 05:00:00,25.33,59.22,0,1
DEV-003,2025-01-25 06:00:00,29.95,58.22,0,1
DEV-003,2025-01-25 07:00:00,37.65,58.13,0,1
DEV-003,2025-01-25 08:00:00,24.59,61.74,0,1
DEV-003,2025-01-25 09:00:00,30.67,65.25,0,1
DEV-003,2025-01-25 10:00:00,25.31,53.13,0,1
DEV-003,2025-01-25 11:00:00,27.56,63.05,1,1
DEV-003,2025-01-25 12:00:00,31.69,56.06,0,1
DEV-003,2025-01-25 13:00:00,30.44,61.9,0,1
DEV-003,2025-01-25 14:00:00,23.11,63.31,0,1
DEV-003,2025-01-25 15:00:00,27.22,59.39,0,1
